Province,City,District,Sub-District,Street,Sqm,Rooms,Floor,Year Built,Price,Price per SqM
Harjumaa,Tallinn,Kesklinn,Juhkentali,Võistluse tn 21-8,37.7,2,2/4,1987,139900,3711
Tartumaa,Nõo vald,Tõravere,,Observatooriumi 11,38.4,2,1/3,1970,65000,1693
Pärnumaa,Pärnu,Pärnu linn,Rääma,Rohu tn 44-312,11.9,1,3/5,1968,26500,2227
Harjumaa,Tallinn,Põhja-Tallinn,Pelguranna,Kolde pst 96,43.7,2,1/5,1972,115000,2632
Harjumaa,Tallinn,Põhja-Tallinn,Stroomi,Madala tn 8-31,48.7,3,4/4,1963,149900,3078
Harjumaa,Tallinn,Mustamäe,,Ehitajate tee 17,29.8,1,3/5,1963,95000,3188
Tartumaa,Tartu,Tartu linn,Annelinn,Kaunase pst 52,46.3,2,4/5,1995,105000,2268
Tartumaa,Kastre vald,Mäksa,,Pargi tee 4,66.8,2,2/2,1947,30000,449
Harjumaa,Tallinn,Mustamäe,,J. Sütiste tee 19a,78.1,3,4/7,2007,209000,2676
Lääne-Virumaa,Kadrina vald,Hulja,,Rakvere tee 30,80.9,4,3/3,1980,60000,742
Pärnumaa,Pärnu,Pärnu linn,Kesklinn,Kooli 2,38.5,2,4/4,1966,79999,2078
Harjumaa,Rae vald,Vaida,,Rukkilille tn 13,66.5,3,3/3,1988,134900,2029
Harjumaa,Tallinn,Põhja-Tallinn,,Puhangu tn 10,12,1,3/5,1970,40900,3408
Ida-Virumaa,Jõhvi vald,Jõhvi linn,,Vahe tn 6,39.1,2,4/4,1961,28900,739
Harjumaa,Tallinn,Haabersti,Väike - Õismäe,Paldiski mnt 227,21,1,1/10,1980,65000,3095
Harjumaa,Kose vald,Kose,,Vahtra tn 18,32.7,1,2/5,1983,52999,1621
Harjumaa,Tallinn,Mustamäe,,E. Vilde tee 117,55.8,3,1/5,1963,138000,2473
Lääne-Virumaa,Viru-Nigula vald,Kunda linn,,Mäe 18,50,2,5/5,1981,29000,580
Harjumaa,Tallinn,Kesklinn,Kalamaja,Kalma 12-1,106.2,5,1/4,2025,729500,6869
Jõgevamaa,Mustvee vald,Kääpa,,Kääpa keskus 5,66.4,3,1/2,1980,19000,286
Harjumaa,Tallinn,Haabersti,,Paldiski mnt 227c/2,36.4,2,7/10,2024,152900,4201
Viljandimaa,Viljandi vald,Loodi,,Mäe 2-4,59.5,3,2/2,,25900,435
Lääne-Virumaa,Rakvere,kesklinn,,Lai 1,45.6,2,,,54000,1184
Lääne-Virumaa,Tapa vald,Tapa linn,,Hommiku 2-40,25.4,1,3/4,1960,32900,1295
Jõgevamaa,Jõgeva vald,Vaiatu,,Nartsissi -3,43,2,2/2,1966,6500,151
Harjumaa,Tallinn,Lasnamäe,,Mustakivi tee 25,79.2,3,11/12,2018,230000,2904
Pärnumaa,Pärnu,Pärnu linn,Rääma,Lina tn 18a,34,1,2/3,2022,121900,3585
Ida-Virumaa,Kohtla-Järve,Järve,,Vahtra tn 8-39,37.1,2,3/4,1960,4000,108
Harjumaa,Tallinn,Kesklinn,,Narva mnt 32,96,2,1/2,1875,249000,2594
Ida-Virumaa,Kohtla-Järve,Oru,,Kase tn 6,62,3,1/5,,16000,258
Harjumaa,Saue vald,Laagri,Nõmme piiril,Kaselaane tn 7/2,87.4,4,1/3,2018,275000,3146
Raplamaa,Märjamaa vald,Märjamaa,,Laane tn 12,77.5,4,1/2,,55000,710
Võrumaa,Võru,,,F. R. Kreutzwaldi tn 59c,57.4,2,1/4,2021,95000,1655
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Kaupmehe 15,58.1,2,1/4,2018,142000,2444
Harjumaa,Tallinn,Lasnamäe,,Vana-Kuuli tn 5,35,1,7/8,2007,135000,3857
Harjumaa,Tallinn,Kristiine,Lilleküla,Keemia tn 11,72.5,3,2/6,1999,172000,2372
Ida-Virumaa,Narva,,,Madise,37,2,,,50000,1351
Viljandimaa,Mulgi vald,Polli,,Longi tee 5,57.2,3,,,21900,383
Harjumaa,Tallinn,Mustamäe,,Mustamäe tee 173,48.3,2,4/5,1967,116400,2410
Harjumaa,Tallinn,Kesklinn,,Pärnu mnt 137,50.6,2,10/16,2024,249900,4939
Harjumaa,Tallinn,Nõmme,,Valdeku tn 105,11.6,1,2/5,1963,46964,4049
Harjumaa,Tallinn,Põhja-Tallinn,,Marati tn 4a-9,18,1,2/4,2025,99900,5550
Raplamaa,Rapla vald,Rapla linn,,Jõe 20-6,32.2,1,1/2,1972,34000,1056
Harjumaa,Tallinn,Mustamäe,,Mustamäe tee 199,60,3,9/9,1969,172500,2875
Lääne-Virumaa,Väike-Maarja vald,Rakke,,F. R. Faehlmanni tee 21,52.2,3,1/3,1965,44000,843
Harjumaa,Rae vald,Peetri,,Vägeva tee 46,52.7,2,1/3,2006,160000,3036
Pärnumaa,Pärnu,Rannarajoon,,Aisa 1,119.9,4,3/3,1989,225000,1877
Viljandimaa,Viljandi,,,Turu tn 11a-1,38.1,2,1/3,1961,109000,2861
Harjumaa,Rae vald,Peetri,,Raudkivi tee 10,73.3,3,3/4,2007,195000,2660
Harjumaa,Tallinn,Põhja-Tallinn,,Marati tn 4a-26,55.7,3,2/4,2025,242150,4347
